serial_number,model,energy_type,machine_size,machine_type,unknow_feature,average_time_between_service,avg_serv_costs,days_to_first_serv,installation_year,Accessories,Breakdown,Inspection / Maintenance,Instruction,Retrofit,Transport damages,Welding
933,E61SH,Electric,61,Single,H,244,193.5233333,181,2018,0,2,2,0,0,0,0
934,E61SH,Electric,61,Single,H,270,271.7229533,121,2015,0,2,0,0,0,0,0
935,E61SH,Electric,61,Single,H,181,309.5242422,90,2015,0,2,0,0,0,0,0
936,E61SH,Electric,61,Single,H,36,736.42,1,2015,0,2,0,0,0,0,0
937,E61SH,Electric,61,Single,H,187,166.8766667,343,2014,0,2,0,0,0,0,0
938,E61SH,Electric,61,Single,H,42,87.36,21,2015,0,2,0,0,0,0,0
939,E61SH,Electric,61,Single,H,336,132.515,336,2015,0,2,0,0,0,0,0
940,E61SH,Electric,61,Single,H,68,122.72,122,2015,0,2,0,0,0,0,0
941,E61SH,Electric,61,Single,H,189,135.8133333,335,2017,0,0,2,0,0,0,0
942,E61SH,Electric,61,Single,H,97,219.195,63,2015,0,2,1,0,0,0,0
943,E61SH,Electric,61,Single,H,161,258.3,415,2016,0,2,0,0,0,0,0
944,E61SH,Electric,61,Single,H,291,209.4166667,363,2014,0,2,0,0,0,0,0
945,E61SH,Electric,61,Single,H,126,57.64,37,2014,0,2,0,0,0,0,0
946,E61SH,Electric,61,Single,H,107,42.33666667,207,2017,0,2,0,0,0,0,0
947,E61SH,Electric,61,Single,H,250,232.565,684,2015,0,2,0,0,0,0,0
948,E61SH,Electric,61,Single,H,120,129.7033333,102,2017,0,2,0,0,0,0,1
949,E61SH,Electric,61,Single,H,178,141.8380205,0,2016,0,2,1,0,0,0,0
950,E61SH,Electric,61,Single,H,188,175.7533333,219,2015,0,2,0,0,0,0,0
951,E61SH,Electric,61,Single,H,214,134.91,214,2014,0,2,0,0,0,0,0
952,E61SH,Electric,61,Single,H,83,207.5,63,2018,0,2,1,0,2,0,0
953,E61SH,Electric,61,Single,H,437,206.41,692,2015,0,2,0,0,0,0,0
954,E61SH,Electric,61,Single,H,200,53.11333333,248,2015,0,2,0,0,0,0,0
955,E61SH,Electric,61,Single,H,87,79.01634194,5,2015,0,2,0,0,0,0,0
956,E61SH,Electric,61,Single,H,332,171.205,2,2015,0,2,0,0,1,0,0
957,E61SH,Electric,61,Single,H,491,128.39,491,2017,0,2,0,0,0,0,0
958,E61SH,Electric,61,Single,H,498,20.1911453,498,2015,0,2,0,0,0,0,0
959,E61SH,Electric,61,Single,H,359,551.3485077,366,2015,0,1,2,0,0,0,0
960,E61SH,Electric,61,Single,H,158,16.89773852,158,2015,0,2,0,0,0,0,0
961,E61SH,Electric,61,Single,H,274,525.1833861,29,2015,0,2,2,0,1,0,0
962,E61SH,Electric,61,Single,H,271,536.6254463,208,2015,0,1,2,0,1,0,0
963,E61SH,Electric,61,Single,H,241,650.4918057,77,2015,0,2,2,0,0,0,0
964,E61SH,Electric,61,Single,H,95,160.38,0,2017,0,1,2,0,1,0,0
965,E61SH,Electric,61,Single,H,95,181.244,0,2017,0,2,2,0,1,0,0
966,E61SH,Electric,61,Single,H,913,202.625,913,2015,0,2,0,0,0,0,0
967,E61SH,Electric,61,Single,H,224,1178.49505,224,2016,0,2,1,0,0,0,0
968,E61SH,Electric,61,Single,H,121,152.5825,0,2016,0,2,0,0,0,0,0
969,E61SH,Electric,61,Single,H,511,769.0434022,278,2015,0,1,2,0,0,0,0
970,E61SH,Electric,61,Single,H,206,520.7344672,46,2015,0,2,2,0,0,0,0
971,E61SH,Electric,61,Single,H,384,41.38862918,384,2015,0,2,0,0,0,0,0
972,E61SH,Electric,61,Single,H,119,108.375,101,2016,0,2,0,0,0,0,0
973,E61SH,Electric,61,Single,H,82,203.25,112,2017,0,2,0,0,0,0,0
974,E61SH,Electric,61,Single,H,24,228.4925,50,2017,0,2,1,0,0,0,0
975,E61SH,Electric,61,Single,H,373,249.52,423,2016,0,2,0,0,0,0,0
976,E61SH,Electric,61,Single,H,358,973.4631041,367,2015,0,0,2,0,0,0,0
977,E61SH,Electric,61,Single,H,180,790.3433224,0,2015,0,2,2,0,0,0,0
978,E61SH,Electric,61,Single,H,776,42.2441202,776,2016,0,2,0,0,1,0,0
979,E61SH,Electric,61,Single,H,122,113.8115294,57,2016,0,2,0,0,0,0,0
980,E61SH,Electric,61,Single,H,51,97.26721477,69,2017,0,2,0,1,0,0,0
981,E61SH,Electric,61,Single,H,177,142.1500223,177,2017,0,2,0,0,0,0,0
982,E61SH,Electric,61,Single,H,7,109.386329,7,2017,0,2,0,0,0,0,0
983,E61SH,Electric,61,Single,H,16,143.75,16,2018,0,2,0,0,0,0,0
984,E61SH,Electric,61,Single,H,147,235.4933333,260,2017,0,2,0,0,0,0,0
985,E61SH,Electric,61,Single,H,154,197.19,260,2016,0,2,0,0,0,0,0
986,E61SH,Electric,61,Single,H,333,76.30333333,277,2016,0,2,0,0,0,0,0
987,E61SH,Electric,61,Single,H,246,106.7425078,135,2017,0,2,0,1,0,0,0
988,E61SH,Electric,61,Single,H,4,98.54179883,4,2017,0,2,0,0,0,0,0
989,E61SH,Electric,61,Single,H,17,339.2133333,6,2017,0,1,2,0,0,0,0
990,E61SH,Electric,61,Single,H,17,129,6,2017,0,1,2,0,0,0,0
991,E61SH,Electric,61,Single,H,76,359.5466667,6,2017,0,1,2,0,0,0,0
992,E61SH,Electric,61,Single,H,178,147.44,6,2017,0,2,2,0,0,0,0
993,E61SH,Electric,61,Single,H,126,134.16,6,2016,0,2,0,0,0,0,0
994,E61SH,Electric,61,Single,H,102,129.25,6,2017,0,2,2,0,0,0,0
995,E61SH,Electric,61,Single,H,10,121.4025,31,2018,1,2,0,0,0,0,0
996,E61SH,Electric,61,Single,H,17,130.6666667,6,2017,0,2,2,0,0,0,0
997,E61SH,Electric,61,Single,H,75,157,6,2017,1,0,2,0,0,0,0
998,E61SH,Electric,61,Single,H,203,462.505346,22,2016,0,2,0,0,0,0,0
999,E61SH,Electric,61,Single,H,6,131,6,2017,0,1,2,0,0,0,0
1000,E61SH,Electric,61,Single,H,6,131,6,2017,0,1,2,0,0,0,0
1001,E61SH,Electric,61,Single,H,187,460.6558742,34,2016,0,1,2,0,1,0,0
1002,E61SH,Electric,61,Single,H,145,326.2383333,0,2016,0,2,2,0,1,0,0
1003,E61SH,Electric,61,Single,H,238,527.6854923,361,2016,0,2,2,0,0,0,0
1004,E61SH,Electric,61,Single,H,359,74.58812163,25,2016,0,2,0,0,0,0,0
1005,E61SH,Electric,61,Single,H,216,45.29344775,216,2016,0,2,0,0,0,0,0
1006,E61SH,Electric,61,Single,H,331,534.5333333,89,2016,0,2,0,0,0,0,0
1007,E61SH,Electric,61,Single,H,196,38.41374133,71,2016,0,2,0,0,1,0,0
1008,E61SH,Electric,61,Single,H,77,46.33014455,77,2016,0,2,0,0,0,0,0
1009,E61SI,Electric,61,Single,I,114,93.10333333,228,2017,0,2,0,0,0,0,0
1010,E61SI,Electric,61,Single,I,98,219.4916667,0,2018,0,2,0,0,2,0,0
1011,E61SI,Electric,61,Single,I,5,221.096,0,2017,1,1,2,0,0,0,0
1012,E61SI,Electric,61,Single,I,0,51.86837563,0,2016,0,2,0,0,0,0,0
1013,E61SI,Electric,61,Single,I,108,170.3936298,152,2017,0,2,0,0,0,0,0
1014,E61SI,Electric,61,Single,I,120,104.3108579,241,2017,0,2,0,0,0,0,0
1015,E61SI,Electric,61,Single,I,44,103.2754869,44,2017,0,2,0,0,0,0,0
1016,E61SI,Electric,61,Single,I,515,120.7032143,515,2017,0,2,0,0,0,0,0
1017,E61SI,Electric,61,Single,I,28,93.06867342,25,2017,0,2,1,0,0,0,0
1018,E61SI,Electric,61,Single,I,55,111.035681,1,2017,0,2,0,0,0,0,0
1019,E61SI,Electric,61,Single,I,214,619.9065994,41,2017,0,2,0,0,0,0,0
1020,E61SI,Electric,61,Single,I,136,375.2773864,224,2017,0,2,0,0,0,0,0
1021,E61SI,Electric,61,Single,I,15,93.03827916,15,2017,0,2,0,0,0,0,0
1022,E61SI,Electric,61,Single,I,196,410.5758321,6,2017,0,2,0,0,0,0,0
1023,E61SI,Electric,61,Single,I,197,119.5277528,7,2017,0,2,0,0,0,0,0
1024,E61SI,Electric,61,Single,I,459,277.18168,459,2017,0,2,0,0,0,0,0
1025,E61SI,Electric,61,Single,I,32,271.1465342,32,2017,0,2,0,0,0,0,0
1026,E61SI,Electric,61,Single,I,79,121.3499696,67,2017,0,0,2,0,0,0,0
1027,E61SI,Electric,61,Single,I,80,124.7673327,80,2017,0,2,0,0,0,0,0
1028,E61SI,Electric,61,Single,I,84,267.5236686,114,2017,0,2,0,0,0,0,0
1029,E61SI,Electric,61,Single,I,78,194.6860203,144,2017,0,2,0,0,0,0,0
1030,E61SI,Electric,61,Single,I,118,564.6859877,266,2016,0,2,1,0,0,0,0
1031,E61SI,Electric,61,Single,I,96,221.9453928,85,2017,0,2,0,0,1,0,0
1032,E61SI,Electric,61,Single,I,118,277.7607529,84,2017,0,2,0,0,0,0,0
1033,E61SI,Electric,61,Single,I,135,509.9557377,57,2016,0,2,1,0,0,0,0
1034,E61SI,Electric,61,Single,I,116,549.2813132,327,2016,0,2,1,0,0,0,0
1035,E61SI,Electric,61,Single,I,92,120.055,92,2016,0,2,0,0,0,0,0
1036,E61SI,Electric,61,Single,I,150,30.71333333,97,2017,0,2,0,0,0,0,0
1037,E61SI,Electric,61,Single,I,11,114.2675307,1,2017,0,2,0,0,0,0,0
1038,E61SI,Electric,61,Single,I,9,160.5703045,14,2017,0,2,0,0,0,0,0
1039,E61SI,Electric,61,Single,I,45,96.70790725,90,2017,0,2,0,0,0,0,0
1040,E61SI,Electric,61,Single,I,8,460.3766667,13,2017,0,2,0,0,0,0,0
1041,E61SI,Electric,61,Single,I,45,93.10204622,83,2017,0,2,0,0,0,0,0
1042,E61SI,Electric,61,Single,I,193,155.5703644,2,2017,0,2,0,0,0,0,0
1043,E61SI,Electric,61,Single,I,84,217.6880798,91,2017,0,2,0,0,0,0,0
1044,E61SI,Electric,61,Single,I,85,145.9466623,124,2017,0,2,0,0,0,0,0
1045,E61SI,Electric,61,Single,I,14,153.5402549,0,2018,0,2,0,0,0,0,0
1046,E61SI,Electric,61,Single,I,45,94.32996761,13,2017,0,2,0,0,0,0,0
1047,E61SI,Electric,61,Single,I,197,375.3656475,26,2017,0,2,0,0,0,0,0
1048,E61SI,Electric,61,Single,I,184,91.67521122,28,2017,0,2,0,0,0,0,0
1049,E61SI,Electric,61,Single,I,80,88.99908505,80,2017,0,2,0,0,0,0,0
1050,E61SI,Electric,61,Single,I,87,90.47231406,70,2017,0,2,0,0,0,0,0
1051,E61SI,Electric,61,Single,I,81,101.2866673,13,2017,0,2,0,0,0,0,0
1052,E61SI,Electric,61,Single,I,52,432.5520323,102,2017,0,2,0,0,0,0,0
1053,E61SI,Electric,61,Single,I,111,93.83610265,215,2017,0,2,0,0,0,0,0
1054,E61SI,Electric,61,Single,I,20,207.7705615,25,2017,0,2,0,0,0,0,0
1055,E61SI,Electric,61,Single,I,39,134.0796467,78,2017,0,2,0,0,0,0,0
1056,E61SI,Electric,61,Single,I,124,165.6825,28,2017,0,2,1,0,2,0,0
1057,E61SI,Electric,61,Single,I,93,253.2166667,21,2017,0,2,0,0,0,0,0
1058,E61SI,Electric,61,Single,I,155,145.4566667,293,2017,0,2,0,0,0,0,0
1059,E61SI,Electric,61,Single,I,335,204.75,335,2017,0,2,0,0,0,0,0
1060,E61SI,Electric,61,Single,I,42,205.9066667,25,2017,0,2,0,0,0,0,0
1061,E61SI,Electric,61,Single,I,5,203.110814,10,2017,0,2,0,0,0,0,0
1062,E61SI,Electric,61,Single,I,55,93.22913325,110,2018,0,2,0,0,0,0,0
1063,E61SI,Electric,61,Single,I,108,157.8766667,216,2017,0,2,0,0,0,0,0
1064,E61SI,Electric,61,Single,I,46,183.96073,78,2018,0,2,0,0,0,0,0
1065,E61SI,Electric,61,Single,I,26,185.48,26,2017,0,2,0,0,0,0,0
1066,E61SI,Electric,61,Single,I,29,97.5,29,2018,0,2,0,1,0,0,0
1067,E61SI,Electric,61,Single,I,26,178.25,27,2018,0,2,0,0,0,0,0
1068,E62SH,Electric,62,Single,H,568,535.882086,595,2015,0,2,0,0,0,0,0
1069,E62SH,Electric,62,Single,H,325,911.8222649,156,2015,0,2,1,0,0,0,0
1070,E62SH,Electric,62,Single,H,425,1018.173562,414,2016,0,2,0,0,0,0,0
1071,E62SH,Electric,62,Single,H,425,684.0789197,317,2016,0,2,0,0,0,0,0
1072,E62SH,Electric,62,Single,H,197,283.7446693,354,2016,0,2,0,0,0,0,0
1073,E62SH,Electric,62,Single,H,251,257.4094176,295,2016,0,2,0,0,0,0,0
1074,E62SH,Electric,62,Single,H,534,388.3768188,534,2016,0,2,0,0,0,0,0
1075,E62SH,Electric,62,Single,H,497,641.924757,497,2016,0,2,0,0,0,0,0
1076,E62SI,Electric,62,Single,I,224,419.7325919,252,2017,0,2,0,0,0,0,0
1077,E62SI,Electric,62,Single,I,198,673.9383743,109,2017,0,2,0,0,0,0,0
1078,G11SH,Gas,101,Single,H,6,184,0,2015,0,2,0,0,0,0,0
1079,G11SH,Gas,101,Single,H,136,144.19,148,2015,0,2,0,0,1,0,0
1080,G11SH,Gas,101,Single,H,1087,37.2619982,1087,2015,0,1,0,0,2,0,0
1081,G11SH,Gas,101,Single,H,784,65.69286734,784,2015,0,2,0,0,0,0,0
1082,G11SH,Gas,101,Single,H,134,72.33131767,8,2015,0,2,0,0,0,0,0
1083,G11SH,Gas,101,Single,H,842,45.93933201,842,2015,0,2,0,0,1,0,0
1084,G11SH,Gas,101,Single,H,195,70.22416689,0,2016,0,2,2,0,1,0,0
1085,G11SI,Gas,101,Single,I,124,330.7933333,30,2016,0,2,0,0,0,0,0
1086,G11SI,Gas,101,Single,I,188,187.3775,404,2016,0,2,1,0,0,0,0
1087,G11SI,Gas,101,Single,I,328,142.8205093,634,2016,0,2,0,0,1,0,0
1088,G12SH,Gas,102,Single,H,178,41.29197219,178,2016,0,2,0,0,0,0,0
1089,G12SH,Gas,102,Single,H,372,607.7281543,372,2016,0,2,0,0,0,0,0
1090,G21MH,Gas,201,Mult,H,162,951.8166667,181,2015,0,2,0,0,0,0,0
1091,G22SH,Gas,202,Single,H,125,98.08354807,11,2015,0,2,2,0,0,0,0
1092,G61MH,Gas,61,Mult,H,263,82.5609809,425,2015,0,2,1,0,0,0,0
1093,G61SH,Gas,61,Single,H,261,128.4033333,288,2014,0,2,0,0,0,0,0
1094,G61SH,Gas,61,Single,H,112,67.44541999,155,2015,0,2,0,0,0,0,0
1095,G61SH,Gas,61,Single,H,125,53.86552024,125,2016,0,2,0,0,0,0,0
1096,G62SH,Gas,62,Single,H,49,202.5627709,49,2016,0,2,0,0,0,0,0
1097,E11MH,Electric,101,Mult,H,211,31.98944149,325,2015,0,0,1,0,0,0,0
1098,E11MH,Electric,101,Mult,H,237,194.9625,410,2016,0,1,1,0,0,0,0
1099,E11MH,Electric,101,Mult,H,329,91.43,329,2016,0,1,0,0,0,0,0
1100,E11MH,Electric,101,Mult,H,80,110.5326054,80,2017,0,1,0,0,0,0,0
1101,E11MI,Electric,101,Mult,I,401,49.51113263,401,2017,0,0,1,0,1,0,0
1102,E11MI,Electric,101,Mult,I,21,230.075,21,2018,1,0,0,0,0,0,0
1103,E11SH,Electric,101,Single,H,124,87.215,124,2015,0,1,0,0,0,0,0
1104,E11SH,Electric,101,Single,H,26,135.41,26,2015,0,1,0,0,0,0,0
1105,E11SH,Electric,101,Single,H,34,455.14,34,2014,0,1,0,0,0,0,0
1106,E11SH,Electric,101,Single,H,1340,146.975,1340,2014,0,1,0,0,0,0,0
1107,E11SH,Electric,101,Single,H,209,97.125,209,2014,0,1,0,0,0,0,0
1108,E11SH,Electric,101,Single,H,258,164,258,2015,0,1,0,0,0,0,0
1109,E11SH,Electric,101,Single,H,34,342.995,34,2014,0,1,0,0,0,0,0
1110,E11SH,Electric,101,Single,H,380,71.58,380,2015,0,1,0,0,0,0,0
1111,E11SH,Electric,101,Single,H,41,132,41,2014,0,1,0,0,0,0,0
1112,E11SH,Electric,101,Single,H,246,43.315,246,2017,0,1,0,0,0,0,0
1113,E11SH,Electric,101,Single,H,773,104.555,773,2014,0,1,0,0,0,0,0
1114,E11SH,Electric,101,Single,H,132,106.095,132,2017,0,1,0,0,0,0,0
1115,E11SH,Electric,101,Single,H,190,204.06,54,2015,0,1,1,0,0,0,0
1116,E11SH,Electric,101,Single,H,216,116.17,216,2015,0,1,0,0,0,0,0
1117,E11SH,Electric,101,Single,H,164,39.94,164,2016,0,1,0,0,0,0,0
1118,E11SH,Electric,101,Single,H,230,162.45,259,2015,0,1,0,0,0,0,0
1119,E11SH,Electric,101,Single,H,300,154.36,300,2014,0,1,0,0,0,0,0
1120,E11SH,Electric,101,Single,H,76,85.815,76,2015,0,1,0,0,0,0,0
1121,E11SH,Electric,101,Single,H,371,226.45,0,2016,0,1,1,0,0,0,0
1122,E11SH,Electric,101,Single,H,322,209.8766667,0,2016,0,0,1,0,0,0,0
1123,E11SH,Electric,101,Single,H,227,176.9666667,432,2015,0,1,0,0,0,0,0
1124,E11SH,Electric,101,Single,H,28,232.255,28,2014,0,1,0,0,0,0,0
1125,E11SH,Electric,101,Single,H,155,137.91,155,2014,0,1,0,0,0,0,0
1126,E11SH,Electric,101,Single,H,360,390.5666667,0,2016,0,0,1,0,0,0,0
1127,E11SH,Electric,101,Single,H,117,168,117,2014,0,1,0,0,0,0,0
1128,E11SH,Electric,101,Single,H,378,175.635,378,2014,0,1,0,0,0,0,0
1129,E11SH,Electric,101,Single,H,530,630.2042928,953,2014,0,1,1,0,0,0,0
1130,E11SH,Electric,101,Single,H,245,204,245,2014,0,1,0,0,0,0,0
1131,E11SH,Electric,101,Single,H,137,282.86,58,2016,0,1,0,0,0,0,0
1132,E11SH,Electric,101,Single,H,1071,760.465,1071,2014,0,0,1,0,0,0,0
1133,E11SH,Electric,101,Single,H,550,504.2733333,105,2014,0,1,1,0,1,0,0
1134,E11SH,Electric,101,Single,H,50,159.84,50,2015,0,1,0,0,0,0,0
1135,E11SH,Electric,101,Single,H,64,166.445,64,2015,0,1,0,0,0,0,0
1136,E11SH,Electric,101,Single,H,196,151.285,0,2016,0,0,1,0,0,0,0
1137,E11SH,Electric,101,Single,H,67,185.5,67,2017,0,1,0,0,0,0,0
1138,E11SH,Electric,101,Single,H,135,153.25,135,2017,0,1,0,0,0,0,0
1139,E11SH,Electric,101,Single,H,1059,101.6,1059,2015,0,0,0,0,1,0,0
1140,E11SH,Electric,101,Single,H,376,227.025,376,2015,0,1,0,0,0,0,0
1141,E11SH,Electric,101,Single,H,954,108.54,954,2015,0,1,0,0,0,0,0
1142,E11SH,Electric,101,Single,H,6,197.5,7,2015,0,1,0,0,0,0,0
1143,E11SH,Electric,101,Single,H,1022,153.21,1022,2015,0,0,0,0,1,0,0
1144,E11SH,Electric,101,Single,H,127,57.92,127,2015,0,1,0,0,0,0,0
1145,E11SH,Electric,101,Single,H,109,34.427121,109,2015,0,1,0,0,0,0,0
1146,E11SH,Electric,101,Single,H,940,206.87,940,2015,0,0,1,0,0,0,0
1147,E11SH,Electric,101,Single,H,213,300.025,213,2015,0,1,0,0,0,0,0
1148,E11SH,Electric,101,Single,H,303,243.105,303,2015,0,0,1,0,0,0,0
1149,E11SH,Electric,101,Single,H,211,206.0966667,219,2016,0,1,0,0,0,0,0
1150,E11SH,Electric,101,Single,H,450,237,450,2015,0,1,0,0,0,0,0
1151,E11SH,Electric,101,Single,H,196,126.22,196,2015,0,1,0,0,0,0,0
1152,E11SH,Electric,101,Single,H,793,91.975,793,2015,0,0,1,0,0,0,0
1153,E11SH,Electric,101,Single,H,87,235.055,87,2016,0,1,0,0,0,0,0
1154,E11SH,Electric,101,Single,H,896,491.44,896,2015,0,0,0,0,1,0,0
1155,E11SH,Electric,101,Single,H,162,132.9625067,162,2015,0,1,0,0,0,0,0
1156,E11SH,Electric,101,Single,H,336,720.84,336,2015,0,1,1,0,0,0,0
1157,E11SH,Electric,101,Single,H,538,255.295,538,2015,0,1,0,0,0,0,0
1158,E11SH,Electric,101,Single,H,85,258.695,250,2017,0,1,0,0,0,0,0
1159,E11SH,Electric,101,Single,H,198,105.0466667,106,2016,0,1,0,0,0,0,0
1160,E11SH,Electric,101,Single,H,363,532.4066667,55,2015,0,1,1,0,0,0,0
1161,E11SH,Electric,101,Single,H,254,416.5825,39,2015,1,0,1,0,1,0,0
1162,E11SH,Electric,101,Single,H,293,123.13,113,2015,1,1,0,0,0,0,0
1163,E11SH,Electric,101,Single,H,24,449.28,24,2017,0,0,1,0,0,0,0
1164,E11SH,Electric,101,Single,H,721,761.045,721,2015,0,0,1,0,0,0,0
1165,E11SH,Electric,101,Single,H,869,123.4415736,869,2015,0,1,0,0,0,0,0
1166,E11SH,Electric,101,Single,H,370,523.4433333,0,2015,0,1,1,0,1,0,0
1167,E11SH,Electric,101,Single,H,370,529.82,0,2015,0,0,1,0,1,0,0
1168,E11SH,Electric,101,Single,H,32,97.92,32,2016,0,1,0,0,0,0,0
1169,E11SH,Electric,101,Single,H,15,146.1666667,31,2018,1,1,0,0,0,0,0
1170,E11SH,Electric,101,Single,H,453,65.53252549,453,2016,0,0,1,0,0,0,0
1171,E11SH,Electric,101,Single,H,699,36.71297362,699,2016,0,0,1,0,1,0,0
1172,E11SH,Electric,101,Single,H,423,183.5,423,2016,0,0,1,0,0,0,0
1173,E11SH,Electric,101,Single,H,148,60.825,148,2017,0,1,0,0,0,0,0
1174,E11SH,Electric,101,Single,H,293,49.18754742,31,2016,0,1,1,0,1,0,0
1175,E11SH,Electric,101,Single,H,267,120.6666667,6,2017,0,1,0,0,0,0,0
1176,E11SH,Electric,101,Single,H,124,230.7709609,124,2016,0,1,0,0,0,0,0
1177,E11SH,Electric,101,Single,H,355,760.465,355,2016,0,0,1,0,0,0,0
1178,E11SH,Electric,101,Single,H,11,76.45930934,11,2016,0,1,0,0,0,0,0
1179,E11SH,Electric,101,Single,H,77,58.00026375,77,2016,0,1,1,0,0,0,0
1180,E11SI,Electric,101,Single,I,48,200,48,2017,0,1,0,0,0,0,0
1181,E11SI,Electric,101,Single,I,18,142.385,18,2016,0,1,0,0,0,0,0
1182,E11SI,Electric,101,Single,I,205,141.6375,7,2018,0,0,1,0,1,0,0
1183,E11SI,Electric,101,Single,I,216,153,85,2018,0,1,0,0,0,0,0
1184,E11SI,Electric,101,Single,I,251,445.1533333,266,2016,0,1,1,0,0,0,0
1185,E11SI,Electric,101,Single,I,536,339.65,536,2016,0,0,1,0,0,0,0
1186,E11SI,Electric,101,Single,I,195,118.3275,1,2018,0,1,0,0,0,0,0
1187,E11SI,Electric,101,Single,I,322,228.48,0,2018,0,1,0,0,0,0,0
1188,E11SI,Electric,101,Single,I,141,605.4505311,141,2017,0,1,0,0,0,0,0
1189,E11SI,Electric,101,Single,I,88,51.71517787,88,2016,0,1,0,0,0,0,0
1190,E11SI,Electric,101,Single,I,326,285.11,37,2018,0,1,0,0,0,0,0
1191,E11SI,Electric,101,Single,I,172,319.335,0,2018,0,1,0,0,1,0,0
1192,E11SI,Electric,101,Single,I,292,100,292,2017,0,1,0,0,0,0,0
1193,E11SI,Electric,101,Single,I,122,430.0766667,0,2016,0,1,0,0,1,0,0
1194,E11SI,Electric,101,Single,I,323,205.92,79,2018,0,1,0,0,0,0,0
1195,E11SI,Electric,101,Single,I,584,186.135,584,2016,0,0,0,0,1,0,0
1196,E11SI,Electric,101,Single,I,5,288,5,2016,0,1,0,0,1,0,0
1197,E11SI,Electric,101,Single,I,359,761.53,359,2016,0,1,1,0,0,0,0
1198,E11SI,Electric,101,Single,I,13,177.25,13,2016,0,1,0,0,0,0,0
1199,E11SI,Electric,101,Single,I,47,669.995,47,2016,0,1,1,0,0,0,0
1200,E11SI,Electric,101,Single,I,349,760.515,349,2016,0,0,1,0,0,0,0
1201,E11SI,Electric,101,Single,I,348,760.08,348,2016,0,0,1,0,0,0,0
1202,E11SI,Electric,101,Single,I,349,760.515,349,2016,0,0,1,0,0,0,0
1203,E11SI,Electric,101,Single,I,182,230.3733333,175,2017,0,0,0,0,1,0,0
1204,E11SI,Electric,101,Single,I,121,247.055,175,2017,0,1,0,0,1,0,0
1205,E11SI,Electric,101,Single,I,203,447.2017938,203,2017,0,1,0,0,0,0,0
1206,E11SI,Electric,101,Single,I,188,417.735,175,2016,0,1,1,0,1,0,0
1207,E11SI,Electric,101,Single,I,214,179.9466667,22,2016,0,1,0,0,1,0,0
1208,E11SI,Electric,101,Single,I,41,167.96,41,2016,0,1,0,0,0,0,0
1209,E11SI,Electric,101,Single,I,195,523.9866667,40,2016,0,0,1,0,1,0,0
1210,E11SI,Electric,101,Single,I,392,39.29062277,392,2016,0,1,1,0,1,0,0
1211,E11SI,Electric,101,Single,I,183,460.395,180,2016,0,1,1,0,1,0,0
1212,E11SI,Electric,101,Single,I,193,119.25,193,2017,0,1,0,0,0,0,0
1213,E11SI,Electric,101,Single,I,183,316.4366667,0,2016,0,0,1,0,1,0,0
1214,E11SI,Electric,101,Single,I,183,529.2733333,0,2016,0,0,1,0,1,0,0
1215,E11SI,Electric,101,Single,I,396,163.03,396,2017,0,0,0,1,0,0,0
1216,E11SI,Electric,101,Single,I,319,329.5278929,319,2017,0,0,1,0,0,0,0
1217,E11SI,Electric,101,Single,I,115,152.81,0,2017,0,1,1,0,1,0,0
1218,E11SI,Electric,101,Single,I,133,168.8625,54,2017,0,1,1,0,1,0,0
1219,E11SI,Electric,101,Single,I,172,196.48,0,2017,0,0,1,0,1,0,0
1220,E11SI,Electric,101,Single,I,172,196.48,0,2017,0,0,1,0,1,0,0
1221,E11SI,Electric,101,Single,I,97,286.2881345,39,2017,0,1,1,0,1,0,0
1222,E11SI,Electric,101,Single,I,175,195.5933333,0,2017,1,0,1,0,1,0,0
1223,E11SI,Electric,101,Single,I,175,195.5933333,0,2017,0,0,1,0,1,0,0
1224,E11SI,Electric,101,Single,I,133,162.98,133,2017,0,1,0,0,0,0,0
1225,E11SI,Electric,101,Single,I,293,250.955,293,2017,0,1,0,0,0,0,0
1226,E11SI,Electric,101,Single,I,303,41.98710108,303,2017,0,0,1,0,1,0,0
1227,E11SI,Electric,101,Single,I,190,246.6473557,21,2017,0,0,1,0,1,0,0
1228,E11SI,Electric,101,Single,I,190,246.6473557,21,2017,0,0,1,0,1,0,0
1229,E11SI,Electric,101,Single,I,81,341.815,81,2017,0,1,0,0,0,1,0
1230,E11SI,Electric,101,Single,I,20,218,20,2017,1,0,1,0,1,0,0
1231,E11SI,Electric,101,Single,I,14,661.31,14,2017,1,0,0,0,0,0,0
1232,E11SI,Electric,101,Single,I,227,186.995,227,2017,0,1,0,0,0,0,0
1233,E11SI,Electric,101,Single,I,207,214.025,207,2017,0,1,0,0,0,0,0
1234,E11SI,Electric,101,Single,I,107,60.13033608,107,2018,0,1,0,0,0,0,0
1235,E11SI,Electric,101,Single,I,56,1104.816309,56,2018,0,1,0,0,0,0,0
1236,E11SI,Electric,101,Single,I,62,943.5340334,62,2018,0,1,0,0,0,0,0
1237,E11SI,Electric,101,Single,I,56,121.2886194,92,2018,0,1,0,0,0,0,0
1238,E11SI,Electric,101,Single,I,149,163.58,149,2017,0,1,0,0,0,0,0
1239,E11SI,Electric,101,Single,I,69,204.75,69,2017,0,1,1,0,1,0,0
1240,E11SI,Electric,101,Single,I,216,185.405,216,2017,0,1,0,0,0,0,0
1241,E11SI,Electric,101,Single,I,0,163.3533333,0,2017,1,1,0,0,0,0,0
